Start_Date,Total_Rides,Average_Duration,date,Total Positives,Total Lives Lost,Daily_Cases
2021-06-23,10689,18.979043876882777,2021-06-23,49297.0,1141.0,13.0
2021-06-24,10558,19.854707330933888,2021-06-24,49305.0,1141.0,8.0
2021-06-25,10410,20.533237271853984,2021-06-25,49315.0,1141.0,10.0
2021-06-26,11765,24.41402464938377,0,0.0,0.0,0.0
2021-06-27,9738,24.287738755391253,0,0.0,0.0,0.0
2021-06-28,8168,18.73224779627816,2021-06-28,49347.0,1141.0,49347.0
2021-06-29,8455,17.455351862803074,2021-06-29,49355.0,1141.0,8.0
2021-06-30,7992,16.92967967967968,2021-06-30,49362.0,1141.0,7.0
2021-07-01,7198,17.567518755209782,2021-07-01,49378.0,1141.0,16.0
2021-07-02,9947,20.232733487483664,2021-07-02,43999.0,1141.0,0.0
2021-07-03,12960,25.51520061728395,0,0.0,0.0,0.0
2021-07-04,16534,31.95010281843474,0,0.0,0.0,0.0
2021-07-05,11186,25.958072590738425,2021-07-05,49417.0,1142.0,49417.0
2021-07-06,8713,18.570526799035925,2021-07-06,49423.0,1143.0,6.0
2021-07-07,8698,17.50942745458726,2021-07-07,49434.0,1143.0,11.0
2021-07-08,7040,16.721448863636365,2021-07-08,49455.0,1143.0,21.0
2021-07-09,8366,19.3113793927803,2021-07-09,49526.0,1143.0,71.0
2021-07-10,13319,23.72753209700428,0,0.0,0.0,0.0
2021-07-11,10638,22.31744688851288,0,0.0,0.0,0.0
2021-07-12,8598,18.522679692951847,2021-07-12,49536.0,1144.0,49536.0
2021-07-13,9061,17.773314203730273,2021-07-13,49574.0,1445.0,38.0
2021-07-14,8878,16.54066231133138,2021-07-14,49615.0,1445.0,41.0
2021-07-15,9902,18.524439507170268,2021-07-15,49652.0,1146.0,37.0
2021-07-16,10213,18.95495936551454,2021-07-16,49793.0,1146.0,141.0
2021-07-17,10992,21.638191411935956,0,0.0,0.0,0.0
2021-07-18,11348,25.187698272823404,0,0.0,0.0,0.0
2021-07-19,9105,18.92652388797364,2021-07-19,49827.0,1146.0,49827.0
2021-07-20,9457,17.51200169186846,2021-07-20,49858.0,1146.0,31.0
2021-07-21,9477,18.311068903661496,2021-07-21,49930.0,1146.0,72.0
2021-07-22,9836,19.39619764131761,2021-07-22,49973.0,1146.0,43.0
2021-07-23,10487,19.78716506150472,2021-07-23,50160.0,1147.0,187.0
2021-07-24,11472,24.06546373779637,0,0.0,0.0,0.0
2021-07-25,9800,23.01173469387755,0,0.0,0.0,0.0
2021-07-26,7591,17.57726254775392,2021-07-26,50228.0,1147.0,50228.0
2021-07-27,8599,18.335271543202698,2021-07-27,50268.0,1148.0,40.0
2021-07-28,8944,17.78678443649374,2021-07-28,50329.0,1149.0,61.0
2021-07-29,8863,17.907931851517546,2021-07-29,50398.0,1149.0,69.0
2021-07-30,9929,18.98156914090039,2021-07-30,50718.0,1149.0,320.0
2021-07-31,12200,24.73532786885246,0,0.0,0.0,0.0
2021-08-01,7106,21.7146073740501,0,0.0,0.0,0.0
2021-08-02,9454,19.975037021366617,2021-08-02,50800.0,1149.0,50800.0
2021-08-03,9806,18.406689781766264,2021-08-03,50858.0,1149.0,58.0
2021-08-04,9960,18.36606425702811,2021-08-04,50975.0,1149.0,117.0
2021-08-05,10099,18.89187048222596,2021-08-05,51103.0,1149.0,128.0
2021-08-06,9918,19.665860052429927,2021-08-06,51589.0,1149.0,486.0
2021-08-07,8023,21.501184095724792,0,0.0,0.0,0.0
2021-08-08,10904,24.67635730007337,0,0.0,0.0,0.0
2021-08-09,7781,17.729854774450583,2021-08-09,51726.0,2249.0,51726.0
2021-08-10,6898,17.2542766019136,2021-08-10,51853.0,1149.0,127.0
2021-08-11,7285,16.349897048730266,2021-08-11,52005.0,1150.0,152.0
2021-08-12,8373,17.250686731159682,2021-08-12,52201.0,1150.0,196.0
2021-08-13,6971,17.054654999282743,2021-08-13,52777.0,1150.0,576.0
2021-08-14,10068,21.786253476360745,0,0.0,0.0,0.0
2021-08-15,9445,23.00010587612493,0,0.0,0.0,0.0
2021-08-16,5271,16.053879719218365,2021-08-16,52843.0,1151.0,52843.0
2021-08-17,8006,17.601548838371222,2021-08-17,53024.0,1153.0,181.0
2021-08-18,8161,16.131724053424826,2021-08-18,53162.0,1155.0,138.0
2021-08-19,8509,17.183687859913036,2021-08-19,53342.0,1155.0,180.0
2021-08-20,7259,19.039950406392062,2021-08-20,53898.0,1155.0,556.0
2021-08-21,10214,22.039455649109065,0,0.0,0.0,0.0
2021-08-22,9565,22.65990590695243,0,0.0,0.0,0.0
2021-08-23,8495,17.964920541494998,2021-08-23,54031.0,1155.0,54031.0
2021-08-24,8904,16.316374663072775,2021-08-24,54156.0,1155.0,125.0
2021-08-25,8527,16.066142840389354,2021-08-25,54366.0,1158.0,210.0
2021-08-26,7956,16.079939668174962,2021-08-26,54556.0,1159.0,190.0
2021-08-27,8365,16.69097429766886,2021-08-27,55253.0,1159.0,697.0
2021-08-28,11586,21.42715346107371,0,0.0,0.0,0.0
2021-08-29,9546,21.35323695788812,0,0.0,0.0,0.0
2021-08-30,8498,15.591903977406448,2021-08-30,55431.0,1160.0,55431.0
2021-08-31,8962,15.359294800267795,2021-08-31,55570.0,1161.0,139.0
2021-09-01,5252,12.91888804265042,2021-09-01,55718.0,1161.0,148.0
2021-09-02,10891,16.59278303186117,2021-09-02,55918.0,1162.0,200.0
2021-09-03,11574,19.03309141178504,2021-09-03,56569.0,1163.0,651.0
2021-09-04,12487,25.23240169776568,0,0.0,0.0,0.0
2021-09-05,9996,24.45578231292517,0,0.0,0.0,0.0
2021-09-06,11231,24.773306027958327,2021-09-06,56569.0,1163.0,56569.0
2021-09-07,9567,17.06052053935403,2021-09-07,56694.0,1163.0,125.0
2021-09-08,9875,15.657518987341772,2021-09-08,56859.0,1164.0,165.0
2021-09-09,9696,15.56693481848185,2021-09-09,56966.0,1165.0,107.0
2021-09-10,11547,18.001905256776652,2021-09-10,57771.0,1165.0,805.0
2021-09-11,12906,22.40198357353169,0,0.0,0.0,0.0
2021-09-12,11222,21.61718053822848,0,0.0,0.0,0.0
2021-09-13,9114,16.6999122229537,2021-09-13,58164.0,1167.0,58164.0
2021-09-14,9824,16.59212133550489,2021-09-14,58400.0,1167.0,236.0
2021-09-15,10110,16.03738872403561,2021-09-15,58649.0,1167.0,249.0
2021-09-16,6398,15.23866833385433,2021-09-16,58851.0,1167.0,202.0
2021-09-17,9955,17.3754897036665,2021-09-17,59563.0,1170.0,712.0
2021-09-18,12414,21.50410826486225,0,0.0,0.0,0.0
2021-09-19,11344,22.6274682651622,0,0.0,0.0,0.0
2021-09-20,9797,17.23252015923242,2021-09-20,59712.0,1171.0,59712.0
2021-09-21,10212,15.550822561692126,2021-09-21,59849.0,1171.0,137.0
2021-09-22,6099,13.36924085915724,2021-09-22,60018.0,1172.0,169.0
2021-09-23,8483,15.000471531297888,2021-09-23,60205.0,1172.0,187.0
2021-09-24,11806,18.19490089784855,2021-09-24,60772.0,1174.0,567.0
2021-09-25,13679,23.455296439798232,0,0.0,0.0,0.0
2021-09-26,11524,22.352828878861505,0,0.0,0.0,0.0
2021-09-27,9525,16.039685039370077,2021-09-27,60898.0,1174.0,60898.0
2021-09-28,9558,15.275057543419129,2021-09-28,60996.0,1174.0,98.0
2021-09-29,10374,15.589068825910932,2021-09-29,61153.0,1174.0,157.0
2021-09-30,10568,16.146574564723696,2021-09-30,61331.0,1176.0,178.0
2021-10-01,11694,18.842654352659483,2021-10-01,61791.0,1178.0,460.0
2021-10-02,14353,24.09851598968857,0,0.0,0.0,0.0
2021-10-03,11960,23.936872909699,0,0.0,0.0,0.0
2021-10-04,9067,18.21043343994706,2021-10-04,61863.0,1179.0,61863.0
2021-10-05,9291,15.862339898826823,2021-10-05,61978.0,1180.0,115.0
2021-10-06,9099,16.154192768436094,2021-10-06,62098.0,1181.0,120.0
2021-10-07,10616,17.644310474755084,2021-10-07,62266.0,1182.0,168.0
2021-10-08,11089,19.895391829741182,2021-10-08,62702.0,1182.0,436.0
2021-10-09,12921,24.95673709465212,0,0.0,0.0,0.0
2021-10-10,10401,23.496106143640034,0,0.0,0.0,0.0
2021-10-11,9371,21.006296019635045,2021-10-11,62702.0,1182.0,62702.0
2021-10-12,8804,17.617787369377556,2021-10-12,62750.0,1183.0,48.0
2021-10-13,10670,16.923711340206186,2021-10-13,62852.0,1183.0,102.0
2021-10-14,11376,17.864539381153303,2021-10-14,62976.0,1183.0,124.0
2021-10-15,12274,21.24230079843572,2021-10-15,63305.0,1184.0,329.0
2021-10-16,9624,22.029717373233584,0,0.0,0.0,0.0
2021-10-17,10357,23.07366998165492,0,0.0,0.0,0.0
2021-10-18,9228,17.176636324230603,2021-10-18,63345.0,1185.0,63345.0
2021-10-19,10479,16.51350319686993,2021-10-19,63400.0,1185.0,55.0
2021-10-20,10692,16.616442199775534,2021-10-20,63474.0,1186.0,74.0
2021-10-21,11391,18.119480291458167,2021-10-21,63588.0,1186.0,114.0
2021-10-22,12056,19.451642335766422,2021-10-22,63879.0,1186.0,291.0
2021-10-23,12484,23.51457866068568,0,0.0,0.0,0.0
2021-10-24,10764,22.53270159791899,0,0.0,0.0,0.0
2021-10-25,7538,16.147519235871584,2021-10-25,63919.0,1187.0,63919.0
2021-10-26,9278,14.166091830135803,2021-10-26,63990.0,1187.0,71.0
2021-10-27,11222,16.15006237747282,2021-10-27,64108.0,1188.0,118.0
2021-10-28,11115,15.904453441295546,2021-10-28,64240.0,1190.0,132.0
2021-10-29,3623,12.720673475020702,2021-10-29,64470.0,1191.0,230.0
2021-10-30,12001,20.959420048329303,0,0.0,0.0,0.0
2021-10-31,10898,20.67260047715177,0,0.0,0.0,0.0
2021-11-01,9336,16.34436589545844,2021-11-01,64541.0,1193.0,64541.0
2021-11-02,6118,12.81055900621118,2021-11-02,64602.0,1193.0,61.0
2021-11-03,8981,14.31811602271462,2021-11-03,64708.0,1193.0,106.0
2021-11-04,9074,14.49790610535596,2021-11-04,64799.0,1193.0,91.0
2021-11-05,9585,16.65362545644236,2021-11-05,65050.0,1193.0,251.0
2021-11-06,10917,21.24457268480352,0,0.0,0.0,0.0
2021-11-07,9670,19.22916235780765,0,0.0,0.0,0.0
2021-11-08,9253,15.725494434237543,2021-11-08,65094.0,1193.0,65094.0
2021-11-09,10495,15.646593616007625,2021-11-09,65159.0,1193.0,65.0
2021-11-10,11230,15.781478183437224,0,0.0,0.0,0.0
2021-11-11,11488,18.32851671309192,0,0.0,0.0,0.0
2021-11-12,10004,18.474310275889646,0,0.0,0.0,0.0
2021-11-13,10153,20.698808234019506,0,0.0,0.0,0.0
2021-11-14,7563,17.9761999206664,2021-11-14,65623.0,1195.0,65623.0
2021-11-15,6996,13.79874213836478,2021-11-15,65707.0,1195.0,84.0
2021-11-16,8440,14.271682464454976,2021-11-16,65793.0,1195.0,86.0
2021-11-17,9439,15.44347918211675,2021-11-17,65889.0,1196.0,96.0
2021-11-18,9426,16.13208147676639,2021-11-18,66028.0,1196.0,139.0
2021-11-19,7767,14.330114587356766,2021-11-19,66347.0,1196.0,319.0
2021-11-20,7953,18.38916132277128,0,0.0,0.0,0.0
2021-11-21,7043,19.73590799375266,0,0.0,0.0,0.0
2021-11-22,6766,15.550103458468817,2021-11-22,66433.0,1196.0,66433.0
2021-11-23,6025,14.97045643153527,2021-11-23,66510.0,1196.0,77.0
2021-11-24,5672,16.665197461212976,2021-11-24,66857.0,1196.0,347.0
2021-11-25,4234,25.351204534718946,2021-11-25,66857.0,1196.0,0.0
2021-11-26,3792,18.3167194092827,2021-11-26,66857.0,1196.0,0.0
2021-11-27,4646,17.77292294446836,2021-11-27,66857.0,1196.0,0.0
2021-11-28,6034,18.63987404706662,2021-11-28,66857.0,1196.0,0.0
2021-11-29,5726,12.167307020607756,2021-11-29,66912.0,1196.0,55.0
2021-11-30,6815,12.658840792369771,2021-11-30,67047.0,1196.0,135.0
2021-12-01,7768,13.69451596292482,2021-12-01,67173.0,1197.0,126.0
2021-12-02,8850,15.319435028248588,2021-12-02,67430.0,1197.0,257.0
2021-12-03,8428,13.95514950166113,2021-12-03,67996.0,1197.0,566.0
2021-12-04,10022,18.439034124925165,0,0.0,0.0,0.0
2021-12-05,7027,16.7614913903515,0,0.0,0.0,0.0
2021-12-06,7148,13.717263570229436,2021-12-06,67996.0,1197.0,67996.0
2021-12-07,6548,12.6287416004887,2021-12-07,68262.0,1197.0,266.0
2021-12-08,6233,12.781966950104284,2021-12-08,68460.0,1197.0,198.0
2021-12-09,6576,12.748023114355233,2021-12-09,68702.0,1199.0,242.0
2021-12-10,8035,14.211947728686994,2021-12-10,69392.0,1201.0,690.0
2021-12-11,7811,17.809627448470106,0,0.0,0.0,0.0
2021-12-12,6790,16.749926362297497,0,0.0,0.0,0.0
2021-12-13,6278,14.317457789104813,2021-12-13,69540.0,1203.0,69540.0
2021-12-14,7350,14.356054421768707,2021-12-14,69867.0,1203.0,327.0
2021-12-15,7103,13.900464592425736,2021-12-15,70375.0,1204.0,508.0
2021-12-16,8088,14.783753709198812,2021-12-16,71219.0,1206.0,844.0
2021-12-17,7750,15.077419354838709,2021-12-17,74982.0,1207.0,3763.0
2021-12-18,6698,17.564048969841743,0,0.0,0.0,0.0
2021-12-19,4761,15.624238605335014,0,0.0,0.0,0.0
2021-12-20,4664,16.10034305317324,2021-12-20,76137.0,1207.0,76137.0
2021-12-21,4262,14.191224777099954,2021-12-21,77661.0,1207.0,1524.0
2021-12-22,4241,14.560716812072624,2021-12-22,79565.0,1207.0,1904.0
2021-12-23,3647,14.87578831916644,2021-12-23,88765.0,1209.0,9200.0
2021-12-24,3304,18.2863196125908,0,0.0,0.0,0.0
2021-12-25,3166,30.34744156664561,0,0.0,0.0,0.0
2021-12-26,4489,26.753842726665184,0,0.0,0.0,0.0
2021-12-27,3108,15.84942084942085,2021-12-27,90633.0,1209.0,90633.0
2021-12-28,4970,21.073843058350104,2021-12-28,92045.0,1210.0,1412.0
2021-12-29,4455,20.685521885521887,2021-12-29,94286.0,1211.0,2241.0
2021-12-30,4701,19.21612422888747,2021-12-30,103487.0,1218.0,9201.0
2021-12-31,5645,21.327900797165636,0,0.0,0.0,0.0
2022-01-01,3428,22.80280046674445,0,0.0,0.0,0.0
2022-01-02,5399,21.435451009446197,0,0.0,0.0,0.0
2022-01-03,488,15.77049180327869,2022-01-03,105493.0,1220.0,105493.0
2022-01-04,1246,16.13964686998395,2022-01-04,105493.0,1222.0,0.0
2022-01-05,2254,13.347826086956522,2022-01-05,108112.0,1225.0,2619.0
2022-01-06,3732,13.039121114683816,2022-01-06,110040.0,1227.0,1928.0
2022-01-07,2222,12.545454545454543,2022-01-07,116278.0,1233.0,6238.0
2022-01-08,3307,13.149380102812216,0,0.0,0.0,0.0
2022-01-09,1751,11.319817247287263,0,0.0,0.0,0.0
2022-01-10,3852,12.149532710280374,2022-01-10,117586.0,1237.0,117586.0
2022-01-11,3330,11.390990990990993,2022-01-11,118802.0,1240.0,1216.0
2022-01-12,4438,12.966651644885085,2022-01-12,120327.0,1245.0,1525.0
2022-01-13,4978,12.797107271996786,2022-01-13,121871.0,1255.0,1544.0
2022-01-14,4991,13.35203366058906,2022-01-14,125707.0,1260.0,3836.0
2022-01-15,3483,13.084122882572496,0,0.0,0.0,0.0
2022-01-16,1603,13.313162819713035,0,0.0,0.0,0.0
2022-01-17,2573,12.279828993392927,0,0.0,0.0,0.0
2022-01-18,4121,11.548653239504974,2022-01-18,126187.0,1263.0,126187.0
2022-01-19,5158,12.10682435052346,2022-01-19,126675.0,1264.0,488.0
2022-01-20,3272,11.438569682151588,2022-01-20,127200.0,1267.0,525.0
2022-01-21,3636,11.215621562156215,2022-01-21,128550.0,1275.0,1350.0
2022-01-22,4124,15.315227934044618,0,0.0,0.0,0.0
2022-01-23,3950,14.45493670886076,0,0.0,0.0,0.0
2022-01-24,4427,12.080189744748136,2022-01-24,128739.0,1278.0,128739.0
2022-01-25,4967,12.602174350714716,2022-01-25,129108.0,1280.0,369.0
2022-01-26,4265,11.308323563892143,2022-01-26,129479.0,1282.0,371.0
2022-01-27,4585,11.680261723009814,2022-01-27,129817.0,1282.0,338.0
2022-01-28,3566,11.58693213684801,2022-01-28,129817.0,1284.0,0.0
2022-01-29,2709,12.79438907345884,0,0.0,0.0,0.0
2022-01-30,3068,12.467079530638852,0,0.0,0.0,0.0
2022-01-31,4263,11.544217687074829,2022-01-31,130949.0,1290.0,130949.0
2022-02-01,5161,12.073629141639218,2022-02-01,131093.0,1290.0,144.0
2022-02-02,5788,13.225984796129923,2022-02-02,131284.0,1291.0,191.0
2022-02-03,3184,12.28894472361809,2022-02-03,131542.0,1293.0,258.0
2022-02-04,2512,11.651671974522293,2022-02-04,132170.0,1304.0,628.0
2022-02-05,4407,13.654867256637168,0,0.0,0.0,0.0
2022-02-06,4193,14.638206534700693,0,0.0,0.0,0.0
2022-02-07,3994,11.796695042563844,2022-02-07,132257.0,1304.0,132257.0
2022-02-08,5489,12.045727819274912,2022-02-08,132884.0,1305.0,627.0
2022-02-09,6349,13.589226649866122,2022-02-09,132628.0,1305.0,0.0
2022-02-10,6708,13.527877161598092,2022-02-10,132820.0,1309.0,192.0
2022-02-11,7817,15.691313803249328,2022-02-11,133295.0,1309.0,475.0
2022-02-12,8607,21.632624607877307,0,0.0,0.0,0.0
2022-02-13,2889,12.814814814814817,0,0.0,0.0,0.0
2022-02-14,4067,11.42340791738382,2022-02-14,133339.0,1309.0,133339.0
2022-02-15,5015,12.791824526420736,2022-02-15,133459.0,1311.0,120.0
2022-02-16,6168,12.878242542153048,2022-02-16,133587.0,1313.0,128.0
2022-02-17,7261,13.903043657898362,2022-02-17,133697.0,1314.0,110.0
2022-02-18,5427,13.065966463976414,2022-02-18,134066.0,1315.0,369.0
2022-02-19,5021,15.944831706831309,0,0.0,0.0,0.0
2022-02-20,4822,18.31086686022397,0,0.0,0.0,0.0
2022-02-21,7937,23.31636638528411,0,0.0,0.0,0.0
2022-02-22,5114,13.491005084082907,2022-02-22,134114.0,1317.0,134114.0
2022-02-23,8040,16.703606965174128,2022-02-23,134214.0,1317.0,100.0
2022-02-24,3418,11.239613809245173,2022-02-24,134326.0,1317.0,112.0
2022-02-25,5619,13.770243815625555,2022-02-25,134564.0,1318.0,238.0
2022-02-26,6270,17.98628389154705,0,0.0,0.0,0.0
2022-02-27,6535,19.088905891354248,0,0.0,0.0,0.0
2022-02-28,5760,13.077256944444445,2022-02-28,134623.0,1319.0,134623.0
2022-03-01,6893,13.362976933120558,0,0.0,0.0,0.0
